USER,SEX,AGE,MARITAL_STATUS,CHILD_QTY,HEIGHT,WEIGHT,SLEEP_HRS,PHYSICAL_ACT,READING,WORK_HRS,WORK_FIELD,SMOKER,LIVING_STYLE,BURNOUT,WORKFROMHOME
1293,0,47,1,3,167,59,7,113,0,-29,Sales and Business Management,0,1,1,NO
1347,0,47.1,1,3,166,60,7,114,0,-29.2,Sales and Business Management,0,1,1,NO
1348,0,47.5,1,3,165,61,7.5,115,0,-30,Education,0,1,1,YES
1349,0,47.9,0,3,164,62,7.4,116,0,-30.8,Health and Medicine,0,1,1,NO
21,1,48,1,3,165,82.42857143,6.6,117,0,-31,Education,0,0,1,YES
59,1,48,0,3,164,81.88571429,6.5,118,0,-31,Health and Medicine,0,0,0,NO
97,1,48,0,3,163,81.34285714,6.4,119,0,-31,Education,0,0,1,YES
200,1,48,0,3,162,82,6.3,120,0,-31,Education,0,1,0,NO
212,1,48,0,3,161,83,6.2,121,0,-31,Education,0,1,1,YES
224,1,48,1,3,167,84,6.1,122,0,-31,Community and Social Services,0,1,1,YES
236,1,48,1,3,166,85,6,123,1,-31,Education,0,1,1,YES
248,1,48,0,3,165,86,6.5,124,1,-31,Sales and Business Management,0,0,0,YES
260,1,48,1,3,164,87,6.4,125,1,-31,Education,0,1,1,YES
272,1,48,1,3,163,88,6.3,126,1,-31,Education,0,0,1,YES
284,1,48,1,3,162,89,6.2,127,1,-31,Education,0,1,1,YES
308,1,48,0,3,161,90,6.1,128,1,-31,Education,0,0,0,NO
349,1,48,0,3,167,96,6,129,1,-31,Education,0,1,1,YES
390,1,48,1,3,166,95,6.9,130,1,-31,"Installation, Repair and Maintenance",0,0,0,NO
431,1,48,0,3,165,89,6.8,131,1,-31,Community and Social Services,0,1,1,NO
472,1,48,0,3,164,89,6.7,132,1,-31,Sales and Business Management,0,0,0,YES
513,1,48,1,3,163,89,6.6,133,1,-31,Health and Medicine,0,1,1,NO
554,1,48,0,3,162,88,6.5,134,1,-31,Sales and Business Management,0,0,1,NO
595,1,48,1,3,161,88,6.4,135,1,-31,Education,0,1,1,YES
636,1,48,0,3,167,87,6.3,136,0,-31,Architecture and Engineering,0,1,1,YES
677,0,48,1,3,163,63,7.3,137,0,-31,Health and Medicine,0,1,1,NO
718,0,48,1,3,162,64,7,138,0,-31,Health and Medicine,0,1,1,NO
759,0,48,1,3,161,65,7,139,0,-31,Education,0,1,1,YES
800,0,48,1,3,167,66,7,140,0,-31,Sales and Business Management,0,1,1,YES
841,0,48,0,3,166,67,7,141,0,-31,Sales and Business Management,0,1,0,YES
882,0,48,1,3,165,57,7,142,0,-31,Sales and Business Management,0,1,1,YES
1019,0,48,1,3,164,58,7,143,0,-31,Sales and Business Management,0,1,1,YES
1060,0,48,1,3,163,59,7,144,0,-31,Sales and Business Management,0,1,1,YES
1099,0,48,1,3,162,60,7,145,0,-31,Health and Medicine,0,1,1,NO
1138,0,48,1,3,161,61,7,146,0,-31,Health and Medicine,0,1,1,NO
1177,0,48,1,3,167,62,7,147,0,-31,Health and Medicine,0,1,1,NO
1216,0,48,0,3,166,63,7.5,148,0,-31,Health and Medicine,0,1,1,NO
1255,0,48,1,3,165,64,7.4,149,0,-31,"Farming, Forestry and Fishing",0,1,1,YES
1294,0,48,0,3,164,57,7.3,150,0,-31,Education,0,1,1,YES
22,1,49,1,3,166,87,6.2,151,0,-33,Community and Social Services,0,1,1,NO
60,1,49,0,3,165,86,6.1,152,0,-33,Government,0,1,1,YES
98,1,49,0,3,164,86,6,153,0,-33,Education,0,1,1,YES
201,1,49,1,3,163,85,6.9,154,0,-33,Government,0,1,0,NO
213,1,49,0,3,162,84.6,6.8,155,0,-33,Government,0,1,0,NO
225,1,49,1,3,161,84.05714286,6.7,156,0,-33,Architecture and Engineering,1,1,1,NO
237,1,49,1,3,167,83.51428571,6.6,157,0,-33,Government,0,1,0,NO
249,1,49,1,3,166,82.97142857,6.5,158,0,-33,Architecture and Engineering,1,1,0,YES
261,1,49,0,3,165,82.42857143,6.4,159,0,-33,Community and Social Services,0,1,0,NO
273,1,49,1,3,164,81.88571429,6.3,160,0,-33,Education,0,1,0,YES
285,1,49,1,3,163,81.34285714,6.2,161,0,-33,Government,0,1,0,NO
309,1,49,1,3,162,82,6.1,162,0,-33,Government,0,1,0,NO
350,1,49,0,3,161,83,6,163,0,-33,Education,0,1,0,NO
391,1,49,1,3,167,84,6.9,164,0,-33,"Installation, Repair and Maintenance",0,1,1,NO
432,1,49,0,3,166,85,6.8,165,0,-33,Government,0,1,0,YES
473,1,49,1,3,165,86,6.7,166,0,-33,Sales and Business Management,0,1,1,YES
514,1,49,1,3,164,87,6.6,167,0,-33,Education,0,1,1,YES
555,1,49,1,3,163,88,6.5,168,0,-33,Architecture and Engineering,1,1,0,NO
596,1,49,1,3,162,89,6.4,169,0,-33,Education,0,1,1,YES
637,1,49,0,3,161,90,6.3,170,0,-33,Government,0,1,0,NO
678,0,49,1,3,163,58,7,171,0,-33,Sales and Business Management,0,1,1,NO
719,0,49,1,3,162,59,7,172,0,-33,Sales and Business Management,0,1,1,NO
760,0,49,1,3,161,60,7,173,1,-33,Community and Social Services,0,1,1,YES
801,0,49,1,3,167,61,7,174,1,-33,Sales and Business Management,0,1,1,NO
842,0,49,0,3,166,62,7,175,1,-33,Government,0,1,0,NO
883,0,49,1,3,165,63,7,176,1,-33,Government,0,1,0,NO
1020,0,49,1,3,164,64,7,177,1,-33,Government,0,1,0,NO
1061,0,49,0,3,163,65,7,40,1,-33,Sales and Business Management,0,1,0,YES
1100,0,49,1,3,162,66,7,41,1,-33,Sales and Business Management,0,1,1,YES
1139,0,49,1,3,161,67,7,42,1,-33,Government,0,1,0,NO
1178,0,49,1,3,167,68,7.5,43,1,-33,Education,0,1,0,NO
1217,0,49,0,3,166,69,7.4,44,1,-33,Government,0,1,0,NO
1256,0,49,1,3,165,60,7.3,45,0,-33,Education,0,1,1,YES
1295,0,49,1,3,164,61,7,46,0,-33,Sales and Business Management,0,1,1,YES
23,1,50,0,3,167,96,6.2,47,0,-35,Education,0,1,1,YES
61,1,50,0,3,166,95,6.1,48,0,-35,"Installation, Repair and Maintenance",1,1,1,NO
99,1,50,1,3,165,89,6,49,1,-35,Health and Medicine,1,1,1,NO
202,1,50,1,3,164,89,6.5,50,1,-35,Architecture and Engineering,1,1,0,NO
214,1,50,0,3,163,89,6.4,51,1,-35,Community and Social Services,1,1,1,YES
226,1,50,1,3,162,88,6.3,52,1,-35,Health and Medicine,1,1,1,NO
238,1,50,1,4,161,88,6.2,53,1,-35,Community and Social Services,1,1,1,YES
250,1,50,1,4,167,87,6.1,54,1,-35,Community and Social Services,1,1,1,NO
262,1,50,0,4,166,87,6,55,1,-35,Education,1,1,0,NO
274,1,50,0,4,165,86,6.9,56,1,-35,"Farming, Forestry and Fishing",1,1,1,NO
286,1,50,1,4,164,86,6.8,57,1,-35,Health and Medicine,1,1,1,NO
310,1,50,1,4,163,85,6.7,58,1,-35,Health and Medicine,0,1,1,NO
351,1,50,1,4,162,84.6,6.6,59,1,-35,Education,0,1,0,YES
392,1,50,1,4,161,84.05714286,6.5,60,1,-35,Health and Medicine,1,1,1,NO
433,1,50,0,4,167,83.51428571,6.4,61,1,-35,Health and Medicine,0,1,1,NO
474,1,50,1,4,166,82.97142857,6.3,62,0,-35,Education,1,1,0,NO
515,1,50,1,4,165,82.42857143,6.2,63,0,-35,Architecture and Engineering,0,1,1,NO
556,1,50,1,4,164,81.88571429,6.1,64,0,-35,Community and Social Services,1,1,0,NO
597,1,50,1,4,163,81.34285714,6,65,0,-35,Health and Medicine,0,1,1,NO
638,1,50,0,4,162,82,6.9,66,0,-35,Community and Social Services,0,1,0,NO
679,0,50,1,4,163,62,7,67,0,-35,Education,0,1,0,YES
720,0,50,1,4,162,63,7,68,0,-35,Architecture and Engineering,0,1,1,NO
761,0,50,1,4,161,64,7,69,1,-35,Architecture and Engineering,0,1,1,NO
802,0,50,1,4,167,57,7,70,1,-35,Sales and Business Management,0,1,1,YES
843,0,50,0,4,166,58,7,71,1,-35,Sales and Business Management,0,1,0,YES
884,0,50,1,4,165,59,7,72,0,-35,"Installation, Repair and Maintenance",0,1,0,NO
1021,0,50,1,4,164,60,7,73,0,-35,"Installation, Repair and Maintenance",0,1,0,NO
1062,0,50,0,4,163,61,7,74,0,-35,"Installation, Repair and Maintenance",0,1,0,NO
1101,0,50,1,4,162,62,7,75,0,-35,Health and Medicine,0,1,1,NO
1140,0,50,1,4,161,63,7.5,76,0,-35,Education,0,1,0,YES
1179,0,50,0,4,167,64,7.4,77,0,-35,Education,0,1,1,YES
1218,0,50,0,4,166,65,7.3,78,0,-35,Sales and Business Management,0,1,1,YES
1257,0,50,1,4,165,66,7,79,0,-35,Education,0,1,0,YES
1296,0,50,1,4,164,67,7,80,0,-35,Education,0,1,1,YES
24,1,51,0,4,161,83,6.8,81,0,-37,Education,0,1,1,YES
62,1,51,0,4,167,84,6.7,82,0,-37,Sales and Business Management,0,1,0,YES
100,1,51,1,4,166,85,6.6,83,0,-37,Education,0,1,0,NO
203,1,51,1,4,165,86,6.5,84,0,-37,Sales and Business Management,0,0,1,YES
215,1,51,1,4,164,87,6.4,85,0,-37,Education,0,0,1,YES
227,1,51,0,4,163,88,6.3,86,0,-37,Education,0,0,1,YES
239,1,51,1,4,162,89,6.2,87,0,-37,Education,0,0,0,YES
251,1,51,1,4,161,90,6.1,88,0,-37,Community and Social Services,0,0,1,YES
263,1,51,0,4,167,96,6,89,0,-37,Community and Social Services,0,1,1,YES
275,1,51,1,4,166,95,6.9,90,0,-37,Education,0,1,1,YES
287,1,51,1,4,165,89,6.8,91,0,-37,Health and Medicine,0,1,1,NO
311,1,51,1,4,164,89,6.7,92,0,-37,Sales and Business Management,0,1,1,NO
352,1,51,1,4,163,89,6.6,93,0,-37,Health and Medicine,0,0,1,NO
393,1,51,1,1,162,88,6.5,94,0,-37,Sales and Business Management,0,1,1,NO
434,1,51,0,1,161,88,6.4,95,0,-37,Community and Social Services,0,0,1,YES
475,1,51,1,1,167,87,6.3,96,0,-37,Health and Medicine,0,1,1,NO
516,1,51,1,1,166,87,6.2,97,0,-37,Health and Medicine,0,0,1,NO
557,1,51,1,1,165,86,6.1,98,0,-37,Health and Medicine,0,1,1,NO
598,1,51,1,1,164,86,6,99,0,-37,Education,0,0,1,YES
639,1,51,0,1,163,85,5.9,100,0,-37,Education,0,1,0,YES
680,0,51,1,1,163,57,7,101,0,-37,Education,0,1,1,YES
721,0,51,0,1,162,58,7,102,0,-37,Sales and Business Management,1,1,1,YES
762,0,51,1,1,161,59,7,103,0,-37,Education,1,1,1,YES
803,0,51,1,1,167,60,7,104,0,-37,Sales and Business Management,1,1,0,YES
844,0,51,0,1,166,61,7,105,0,-37,Sales and Business Management,1,1,0,YES
885,0,51,1,1,165,62,7,106,0,-37,Sales and Business Management,1,1,1,YES
903,0,51,1,1,164,63,7,107,0,-37,Sales and Business Management,1,1,1,NO
911,0,51,0,1,163,64,7,108,0,-37,Sales and Business Management,1,1,1,NO
919,0,51,1,1,162,57,6.9,109,0,-37,Community and Social Services,1,0,1,YES
927,0,51,0,1,161,58,7.4,110,0,-37,Community and Social Services,0,0,1,NO
935,0,51,1,1,167,59,7.3,111,0,-37,Sales and Business Management,0,0,1,NO
943,0,51,0,1,166,60,7,112,0,-37,Sales and Business Management,1,0,1,YES
951,0,51,1,1,165,61,7,113,0,-37,Health and Medicine,0,0,1,NO
959,0,51,0,1,164,62,7,114,0,-37,Law and Public Policy,1,0,0,YES
967,0,51,1,1,163,63,7,115,1,-37,Health and Medicine,0,0,1,NO
975,0,51,0,1,162,64,7,116,1,-37,Health and Medicine,1,0,0,NO
983,0,51,1,1,161,65,7,117,1,-37,Health and Medicine,0,0,1,NO
991,0,51,1,1,167,66,7,118,1,-37,Health and Medicine,0,0,1,NO
1022,0,51,0,1,166,67,7,119,1,-37,Architecture and Engineering,0,0,1,NO
1063,0,51,0,1,165,68,7,120,1,-37,Sales and Business Management,0,0,0,YES
1102,0,51,1,1,164,69,7,121,1,-37,Sales and Business Management,0,0,0,YES
1141,0,51,1,2,163,60,7.5,122,1,-37,Health and Medicine,0,0,1,NO
1180,0,51,0,2,162,61,7.4,123,1,-37,Education,0,0,1,YES
1219,0,51,0,2,161,62,7.3,124,1,-37,Sales and Business Management,0,1,1,YES
1258,0,51,1,2,167,63,7,125,0,-37,Education,0,1,1,YES
1297,0,51,1,2,166,64,7,126,0,-37,Sales and Business Management,0,1,0,YES
25,1,52,0,2,162,84.6,5.8,127,0,-39,Law and Public Policy,0,0,0,NO
63,1,52,0,2,161,84.05714286,5.7,128,0,-39,Education,0,1,1,YES
101,1,52,1,2,167,83.51428571,5.6,129,0,-39,Education,0,0,1,YES
312,1,52,1,2,166,82.97142857,5.5,130,0,-39,Education,0,1,0,YES
353,1,52,1,2,165,82.42857143,5.4,131,0,-39,Law and Public Policy,0,1,1,NO
394,1,52,1,2,164,81.88571429,5.3,132,0,-39,Health and Medicine,0,1,1,NO
435,1,52,0,2,163,81.34285714,5.2,133,0,-39,Health and Medicine,0,1,1,NO
476,1,52,1,2,162,82,5.1,134,0,-39,Health and Medicine,0,1,1,NO
517,1,52,0,2,161,83,5,135,0,-39,Health and Medicine,0,1,1,NO
558,1,52,1,2,167,84,4.9,136,0,-39,Health and Medicine,0,1,1,NO
599,1,52,1,2,166,85,5.9,137,0,-39,Health and Medicine,0,1,1,NO
640,1,52,0,2,165,86,5.8,138,0,-39,Health and Medicine,0,1,1,NO
681,0,52,1,2,165,57,7,139,0,-39,Education,0,1,0,YES
722,0,52,0,2,164,58,7,140,0,-39,Education,0,1,1,YES
763,0,52,1,2,163,59,7,141,1,-39,Sales and Business Management,0,1,0,YES
804,0,52,1,2,162,60,7,142,1,-39,Sales and Business Management,0,1,0,YES
845,0,52,0,2,161,61,7,143,1,-39,Sales and Business Management,0,1,0,YES
886,0,52,0,2,167,62,7,144,1,-39,Sales and Business Management,0,1,0,YES
904,0,52,1,2,166,63,7,145,1,-39,Education,0,0,1,YES
912,0,52,0,2,165,64,7,146,1,-39,Sales and Business Management,0,0,1,NO
920,0,52,0,2,164,65,7.5,147,1,-39,Education,0,0,0,YES
928,0,52,0,2,163,66,7.4,148,1,-39,Community and Social Services,0,0,1,YES
936,0,52,1,2,162,67,7.3,149,1,-39,Sales and Business Management,0,0,1,NO
944,0,52,0,2,161,57,7,150,1,-39,Sales and Business Management,0,0,1,YES
952,0,52,1,2,167,58,7,151,1,-39,"Installation, Repair and Maintenance",0,0,1,NO
960,0,52,0,2,166,59,7,152,1,-39,Health and Medicine,0,0,1,NO
968,0,52,1,2,165,60,7,153,1,-39,Health and Medicine,0,0,1,NO
976,0,52,0,2,164,61,7,154,1,-39,Education,0,0,1,YES
984,0,52,1,2,163,62,7,155,1,-39,Sales and Business Management,0,0,1,NO
992,0,52,1,2,162,63,7,156,1,-39,Education,0,0,1,YES
1023,0,52,1,2,161,64,7,157,1,-39,Architecture and Engineering,0,0,0,YES
1064,0,52,0,2,167,57,7,158,1,-39,Sales and Business Management,0,0,1,YES
1103,0,52,1,2,166,58,7,159,1,-39,Sales and Business Management,0,1,0,YES
1142,0,52,1,2,165,59,7.5,160,1,-39,Health and Medicine,0,1,1,NO
1181,0,52,0,2,164,60,7.4,161,1,-39,Health and Medicine,0,1,1,NO
1220,0,52,0,2,163,61,7.3,162,1,-39,Health and Medicine,0,1,1,NO
1259,0,52,1,2,162,62,7,163,0,-39,Health and Medicine,0,1,1,NO
1298,0,52,1,2,161,63,7,164,0,-39,Law and Public Policy,0,1,0,NO
26,1,53,0,2,164,87,5.7,165,1,-41,Health and Medicine,0,1,1,NO
64,1,53,0,2,163,88,5.6,166,1,-41,Arts and Entertainment,0,1,0,NO
102,1,53,1,2,162,89,5.5,167,1,-41,Law and Public Policy,0,1,0,NO
313,1,53,0,2,161,90,5.4,168,1,-41,Health and Medicine,0,1,1,NO
354,1,53,1,2,167,96,5.3,169,0,-41,Health and Medicine,0,1,1,NO
395,1,53,1,2,166,95,5.2,170,0,-41,Health and Medicine,0,1,1,NO
436,1,53,0,2,165,89,5.1,171,0,-41,Health and Medicine,0,1,1,NO
477,1,53,1,2,164,89,5,172,0,-41,Architecture and Engineering,0,1,0,YES
518,1,53,0,2,163,89,4.9,173,0,-41,Health and Medicine,0,1,1,NO
559,1,53,1,2,162,88,5.9,174,0,-41,Arts and Entertainment,0,1,0,NO
600,1,53,1,2,161,88,5.8,175,0,-41,Health and Medicine,0,1,1,NO
641,1,53,0,2,167,87,5.7,176,0,-41,Education,0,1,1,YES
682,0,53,0,2,167,64,7,177,0,-41,Health and Medicine,0,1,0,NO
723,0,53,0,2,166,65,7,40,0,-41,Health and Medicine,0,1,0,NO
764,0,53,1,2,165,66,7,41,1,-41,Health and Medicine,0,1,1,NO
805,0,53,0,2,164,67,7,42,1,-41,Education,0,1,0,NO
846,0,53,0,2,163,68,7,43,1,-41,Sales and Business Management,0,0,1,YES
887,0,53,1,2,162,69,7,44,1,-41,Education,0,0,1,YES
905,0,53,1,2,161,64,7,45,1,-41,Sales and Business Management,0,1,0,YES
913,0,53,0,2,167,65,7,46,1,-41,Sales and Business Management,0,0,1,NO
921,0,53,1,2,166,66,7.5,47,1,-41,Community and Social Services,1,0,1,YES
929,0,53,1,2,165,67,7.4,48,1,-41,Community and Social Services,0,0,1,YES
937,0,53,1,2,164,57,7.3,49,1,-41,Health and Medicine,0,0,1,NO
945,0,53,0,2,163,58,7,50,1,-41,Health and Medicine,0,0,1,NO
953,0,53,1,2,162,59,7,51,0,-41,Health and Medicine,0,0,1,NO
961,0,53,0,2,161,60,7,52,0,-41,Health and Medicine,0,0,1,NO
969,0,53,1,2,167,61,7,53,0,-41,Education,1,0,1,YES
977,0,53,0,2,166,62,7,54,0,-41,Sales and Business Management,1,0,1,YES
985,0,53,1,2,165,63,7,55,1,-41,Sales and Business Management,1,1,0,YES
993,0,53,0,2,164,64,7,56,1,-41,Sales and Business Management,1,0,0,YES
1024,0,53,1,2,163,57,7,57,1,-41,Sales and Business Management,1,0,0,YES
1065,0,53,1,2,162,58,7,58,0,-41,Architecture and Engineering,1,1,0,YES
1104,0,53,1,2,161,59,7,59,0,-41,Health and Medicine,1,1,1,NO
1143,0,53,1,2,167,60,7.5,60,0,-41,Education,1,1,0,YES
1182,0,53,0,2,166,61,7.4,61,0,-41,Health and Medicine,1,1,1,NO
1221,0,53,1,2,165,62,7.3,62,0,-41,Education,1,1,1,YES
1260,0,53,0,2,164,63,7,63,0,-41,Sales and Business Management,0,1,1,NO
1299,0,53,0,2,163,64,7,64,0,-41,Education,0,1,1,YES
27,1,54,0,2,166,87,5.6,65,0,-43,Education,0,1,1,YES
65,1,54,1,2,165,86,5.5,66,0,-43,Education,0,1,0,YES
103,1,54,1,2,164,86,5.4,67,0,-43,Health and Medicine,0,1,1,NO
314,1,54,0,2,163,85,5.3,68,0,-43,Education,0,1,1,YES
355,1,54,1,2,162,84.6,5.2,69,0,-43,Health and Medicine,1,1,1,NO
396,1,54,1,2,161,84.05714286,5.1,70,0,-43,Health and Medicine,1,1,1,NO
437,1,54,0,2,167,83.51428571,5,71,0,-43,Health and Medicine,1,1,0,NO
478,1,54,0,2,166,82.97142857,4.9,72,0,-43,Health and Medicine,1,1,0,NO
519,1,54,0,2,165,82.42857143,3.8,73,0,-43,Health and Medicine,1,1,0,NO
560,1,54,1,2,164,81.88571429,3.8,74,0,-43,Health and Medicine,1,1,1,NO
601,1,54,0,2,163,81.34285714,6.9,75,0,-43,Health and Medicine,1,1,0,NO
642,1,54,0,2,162,82,6.8,76,0,-43,Health and Medicine,1,1,0,NO
683,0,54,1,2,162,65,7,77,0,-43,Sales and Business Management,1,1,1,NO
724,0,54,0,2,161,66,7,78,0,-43,Architecture and Engineering,0,1,1,NO
765,0,54,1,2,167,89,7,79,0,-43,Community and Social Services,1,0,1,YES
806,0,54,0,2,166,77,7,80,0,-43,Sales and Business Management,0,0,0,YES
847,0,54,1,2,165,76,7,81,0,-43,Health and Medicine,1,0,1,NO
888,0,54,1,2,164,57,7,82,0,-43,Health and Medicine,0,0,1,NO
906,0,54,1,2,163,58,7,83,1,-43,Law and Public Policy,0,0,1,YES
914,0,54,0,2,162,59,7,84,1,-43,Law and Public Policy,0,0,0,NO
922,0,54,1,2,161,60,6.9,85,1,-43,"Farming, Forestry and Fishing",0,0,0,YES
930,0,54,1,2,167,61,7.4,86,1,-43,Education,0,0,1,YES
938,0,54,1,2,166,62,7.3,87,1,-43,Sales and Business Management,0,0,0,YES
946,0,54,0,2,165,63,7,88,1,-43,Sales and Business Management,0,0,0,YES
954,0,54,0,2,164,64,7,89,1,-43,Arts and Entertainment,0,0,0,YES
962,0,54,0,2,163,65,7,90,1,-43,Sales and Business Management,0,0,0,YES
970,0,54,1,2,162,66,7,91,1,-43,Law and Public Policy,0,0,0,NO
978,0,54,0,2,161,89,7,92,1,-43,Health and Medicine,0,0,0,NO
986,0,54,1,2,167,77,7,93,1,-43,Health and Medicine,0,0,1,NO
994,0,54,0,2,166,76,7,94,1,-43,Health and Medicine,0,1,0,NO
1025,0,54,1,2,165,57,7,95,1,-43,Education,0,1,1,YES
1066,0,54,1,2,164,58,7,96,1,-43,Education,0,1,0,NO
1105,0,54,1,2,163,59,7,97,1,-43,Sales and Business Management,0,1,0,YES
1144,0,54,1,2,162,60,7.5,98,1,-43,Health and Medicine,0,1,1,NO
1183,0,54,0,2,161,61,7.4,99,1,-43,Community and Social Services,0,1,0,NO
1222,0,54,1,2,167,62,7.3,100,1,-43,Sales and Business Management,0,1,0,YES
1261,0,54,1,2,166,63,7,101,1,-43,Education,0,1,1,YES
1300,0,54,0,2,165,64,7,102,1,-43,Sales and Business Management,0,1,0,YES
28,1,55,0,2,161,83,6.7,103,0,-45,Education,1,1,1,YES
66,1,55,1,2,167,84,6.6,104,0,-45,Health and Medicine,1,1,1,NO
104,1,55,0,2,166,85,6.5,105,0,-45,Education,0,1,1,YES
315,1,55,0,2,165,86,6.4,106,0,-45,Community and Social Services,0,1,0,NO
356,1,55,1,2,164,87,6.3,107,0,-45,Architecture and Engineering,1,1,1,NO
397,1,55,0,2,163,88,6.2,108,0,-45,Community and Social Services,0,1,1,YES
438,1,55,0,2,162,89,6.1,109,0,-45,Community and Social Services,1,1,1,NO
479,1,55,1,2,161,90,6,110,0,-45,Education,0,1,0,YES
520,1,55,0,2,165,96,6.9,111,0,-45,Health and Medicine,1,1,1,NO
561,1,55,1,2,164,95,6.8,112,0,-45,Health and Medicine,0,1,1,NO
602,1,55,0,2,163,89,6.7,113,0,-45,Sales and Business Management,0,1,1,NO
643,1,55,1,2,162,89,6.6,114,0,-45,Health and Medicine,0,1,1,NO
684,0,55,1,2,164,65,7,115,1,-45,Education,0,0,0,YES
725,0,55,1,2,163,66,7,116,1,-45,Arts and Entertainment,0,0,0,YES
766,0,55,1,2,162,89,7,117,1,-45,Architecture and Engineering,0,0,0,YES
807,0,55,0,2,161,77,7,118,1,-45,Sales and Business Management,0,0,0,YES
848,0,55,1,2,167,76,7,119,1,-45,Architecture and Engineering,0,0,0,YES
889,0,55,1,2,166,57,7,120,1,-45,Sales and Business Management,0,0,0,YES
907,0,55,0,3,165,58,7,121,1,-45,Architecture and Engineering,0,0,1,NO
915,0,55,1,3,164,59,7,122,1,-45,Health and Medicine,0,0,1,NO
923,0,55,1,3,163,60,7.5,123,1,-45,Education,0,0,1,YES
931,0,55,1,3,162,61,7.4,124,1,-45,Health and Medicine,0,0,1,NO
939,0,55,1,3,161,62,7.3,125,1,-45,Education,0,0,1,YES
947,0,55,0,3,167,63,7,126,1,-45,Sales and Business Management,0,0,1,NO
955,0,55,1,3,166,64,7,127,1,-45,Education,0,0,0,YES
963,0,55,1,3,165,65,7,128,1,-45,Sales and Business Management,0,0,1,YES
971,0,55,1,3,164,66,7,129,1,-45,Sales and Business Management,0,0,1,YES
979,0,55,0,3,163,89,7,130,1,-45,Arts and Entertainment,0,1,0,YES
987,0,55,1,3,162,77,7,131,1,-45,Sales and Business Management,0,1,1,YES
995,0,55,0,3,161,76,7,132,1,-45,Health and Medicine,0,1,0,NO
1026,0,55,1,3,167,57,7,133,1,-45,Health and Medicine,0,1,1,NO
1067,0,55,1,3,166,58,7,134,1,-45,Health and Medicine,0,1,1,NO
1106,0,55,1,3,165,59,7,135,1,-45,Health and Medicine,0,1,1,NO
1145,0,55,0,3,164,60,7.5,136,1,-45,Education,0,1,1,YES
1184,0,55,0,3,163,61,7.4,137,1,-45,Education,0,1,1,YES
1223,0,55,1,3,162,62,7.3,138,1,-45,Sales and Business Management,0,1,1,YES
1262,0,55,1,3,161,63,7,139,1,-45,Education,0,0,0,YES
1301,0,55,0,3,167,64,7,140,1,-45,Architecture and Engineering,0,0,0,YES
29,1,56,0,3,161,89,6.5,141,0,-47,Architecture and Engineering,0,0,0,YES
67,1,56,1,3,167,88,6.4,142,0,-47,Health and Medicine,0,0,1,NO
105,1,56,1,3,166,88,6.3,143,0,-47,Education,0,0,1,YES
120,1,56,1,3,165,87,6.2,144,0,-47,Health and Medicine,0,0,1,NO
127,1,56,0,3,164,87,6.1,145,0,-47,Health and Medicine,0,0,0,NO
134,1,56,1,3,163,86,6,146,1,-47,Education,0,0,1,YES
141,1,56,1,3,162,86,5.9,147,1,-47,Health and Medicine,0,0,1,NO
148,1,56,1,3,161,85,5.8,148,1,-47,Architecture and Engineering,0,0,1,NO
155,1,56,1,3,167,84.6,5.7,149,1,-47,Education,0,0,1,YES
162,1,56,0,3,166,84.05714286,5.6,150,0,-47,Education,0,0,1,YES
169,1,56,1,3,165,83.51428571,5.5,151,0,-47,Architecture and Engineering,0,0,0,YES
176,1,56,1,3,164,82.97142857,5.4,152,0,-47,Architecture and Engineering,0,0,0,YES
183,1,56,1,3,163,82.42857143,5.3,153,0,-47,Health and Medicine,0,0,1,NO
190,1,56,1,3,162,81.88571429,5.2,154,0,-47,Health and Medicine,0,0,1,NO
316,1,56,0,3,161,81.34285714,5.1,155,0,-47,Health and Medicine,0,0,0,YES
357,1,56,1,3,167,82,5,156,0,-47,Arts and Entertainment,1,0,0,YES
398,1,56,0,3,166,83,4.9,157,0,-47,Health and Medicine,0,0,0,NO
439,1,56,1,3,165,84,5.9,158,0,-47,Health and Medicine,0,1,1,NO
480,1,56,1,3,164,85,5.8,159,0,-47,Community and Social Services,0,1,1,YES
521,1,56,1,3,163,86,5.7,160,0,-47,Community and Social Services,0,1,0,NO
562,1,56,1,3,162,87,5.6,161,0,-47,Community and Social Services,0,1,0,NO
603,1,56,0,3,161,88,5.5,162,0,-47,Community and Social Services,0,1,1,YES
644,1,56,1,3,150,89,5.4,163,0,-47,Health and Medicine,0,1,1,NO
685,0,56,1,3,166,65,7,164,1,-47,Education,0,0,1,YES
726,0,56,1,3,165,66,7,165,1,-47,Sales and Business Management,0,0,1,YES
767,0,56,1,3,164,89,7,166,1,-47,Education,0,0,0,YES
808,0,56,0,3,163,77,7,167,1,-47,Sales and Business Management,1,0,1,YES
849,0,56,1,3,162,76,7,168,1,-47,Sales and Business Management,1,0,1,YES
890,0,56,1,3,161,57,7,169,1,-47,Sales and Business Management,1,0,1,YES
908,0,56,0,3,167,58,7,170,1,-47,Sales and Business Management,1,0,1,YES
916,0,56,1,3,166,59,7,171,1,-47,Sales and Business Management,1,0,1,YES
924,0,56,1,3,165,60,7.5,172,1,-47,Education,1,0,1,YES
932,0,56,1,3,164,61,7.4,173,1,-47,Community and Social Services,1,0,1,YES
940,0,56,1,3,163,62,7.3,174,1,-47,Sales and Business Management,1,0,1,NO
948,0,56,0,3,162,63,7,175,1,-47,Sales and Business Management,1,0,1,NO
